term,estimate,se,nct_id,model_n,outcome
armtreat,-2.522,1.675,NCT00265083,52,early_withdrawal
como_cnt,-0.144,0.642,NCT00265083,52,early_withdrawal
sexTRUE:armtreat,18.071,2388.37,NCT00265083,52,early_withdrawal
armtreat:como_cnt,0.522,0.833,NCT00265083,52,early_withdrawal
(Intercept),-1.894,1.134,NCT00265083,53,early_withdrawal
sexTRUE,-19.675,3938.878,NCT00265083,53,early_withdrawal
armtreat,-21.927,2404.611,NCT00265083,53,early_withdrawal
como_cnt,0.167,1.451,NCT00265083,53,early_withdrawal
I(como_cnt^2),-0.089,0.394,NCT00265083,53,early_withdrawal
sexTRUE:armtreat,18.487,3938.878,NCT00265083,53,early_withdrawal
armtreat:como_cnt,29.702,3606.914,NCT00265083,53,early_withdrawal
armtreat:I(como_cnt^2),-9.265,1202.304,NCT00265083,53,early_withdrawal
(Intercept),-1.897,0.619,NCT00265083,54,early_withdrawal
sexTRUE,-18.669,2390.763,NCT00265083,54,early_withdrawal
armtreat,-1.816,1.186,NCT00265083,54,early_withdrawal
sexTRUE:armtreat,17.808,2390.763,NCT00265083,54,early_withdrawal
(Intercept),-1.809,0.372,NCT00299546,1,early_withdrawal
age_std,0.54,0.254,NCT00299546,1,early_withdrawal
sexTRUE,-0.883,0.635,NCT00299546,1,early_withdrawal
como_cnt,-0.043,0.135,NCT00299546,1,early_withdrawal
(Intercept),-1.884,0.495,NCT00299546,2,early_withdrawal
age_std,0.531,0.257,NCT00299546,2,early_withdrawal
sexTRUE,-0.881,0.635,NCT00299546,2,early_withdrawal
como_cnt,0.042,0.393,NCT00299546,2,early_withdrawal
I(como_cnt^2),-0.016,0.069,NCT00299546,2,early_withdrawal
(Intercept),-1.413,0.468,NCT00299546,3,early_withdrawal
age_std,0.545,0.256,NCT00299546,3,early_withdrawal
sexTRUE,-0.827,0.637,NCT00299546,3,early_withdrawal
como_cnt,-0.099,0.169,NCT00299546,3,early_withdrawal
armtreat,-0.818,0.681,NCT00299546,3,early_withdrawal
como_cnt:armtreat,0.077,0.265,NCT00299546,3,early_withdrawal
(Intercept),-1.823,0.686,NCT00299546,4,early_withdrawal
age_std,0.517,0.258,NCT00299546,4,early_withdrawal
sexTRUE,-0.793,0.638,NCT00299546,4,early_withdrawal
armtreat,-0.078,0.9,NCT00299546,4,early_withdrawal
como_cnt,0.368,0.555,NCT00299546,4,early_withdrawal
I(como_cnt^2),-0.09,0.103,NCT00299546,4,early_withdrawal
armtreat:como_cnt,-0.839,0.791,NCT00299546,4,early_withdrawal
armtreat:I(como_cnt^2),0.176,0.144,NCT00299546,4,early_withdrawal
(Intercept),-1.911,0.202,NCT00299546,5,early_withdrawal
age_std,0.509,0.235,NCT00299546,5,early_withdrawal
sexTRUE,-0.856,0.629,NCT00299546,5,early_withdrawal
(Intercept),-1.405,0.424,NCT00299546,6,early_withdrawal
armtreat,-0.87,0.449,NCT00299546,6,early_withdrawal
age_std,0.674,0.313,NCT00299546,6,early_withdrawal
sexTRUE,-1.472,1.059,NCT00299546,6,early_withdrawal
como_cnt,-0.078,0.141,NCT00299546,6,early_withdrawal
armtreat:age_std,-0.402,0.494,NCT00299546,6,early_withdrawal
armtreat:sexTRUE,1.232,1.334,NCT00299546,6,early_withdrawal
(Intercept),-1.449,0.539,NCT00299546,7,early_withdrawal
armtreat,-0.868,0.45,NCT00299546,7,early_withdrawal
age_std,0.667,0.317,NCT00299546,7,early_withdrawal
sexTRUE,-1.466,1.06,NCT00299546,7,early_withdrawal
como_cnt,-0.028,0.4,NCT00299546,7,early_withdrawal
I(como_cnt^2),-0.009,0.071,NCT00299546,7,early_withdrawal
armtreat:age_std,-0.4,0.494,NCT00299546,7,early_withdrawal
armtreat:sexTRUE,1.226,1.335,NCT00299546,7,early_withdrawal
(Intercept),-1.218,0.491,NCT00299546,8,early_withdrawal
armtreat,-1.336,0.799,NCT00299546,8,early_withdrawal
age_std,0.741,0.329,NCT00299546,8,early_withdrawal
sexTRUE,-1.511,1.064,NCT00299546,8,early_withdrawal
como_cnt,-0.156,0.181,NCT00299546,8,early_withdrawal
armtreat:age_std,-0.537,0.529,NCT00299546,8,early_withdrawal
armtreat:sexTRUE,1.359,1.349,NCT00299546,8,early_withdrawal
armtreat:como_cnt,0.207,0.288,NCT00299546,8,early_withdrawal
(Intercept),-1.596,0.715,NCT00299546,9,early_withdrawal
armtreat,-0.609,1.021,NCT00299546,9,early_withdrawal
age_std,0.68,0.334,NCT00299546,9,early_withdrawal
sexTRUE,-1.471,1.063,NCT00299546,9,early_withdrawal
como_cnt,0.261,0.575,NCT00299546,9,early_withdrawal
I(como_cnt^2),-0.079,0.105,NCT00299546,9,early_withdrawal
armtreat:age_std,-0.444,0.534,NCT00299546,9,early_withdrawal
armtreat:sexTRUE,1.348,1.35,NCT00299546,9,early_withdrawal
armtreat:como_cnt,-0.649,0.821,NCT00299546,9,early_withdrawal
armtreat:I(como_cnt^2),0.161,0.145,NCT00299546,9,early_withdrawal
(Intercept),-1.598,0.248,NCT00299546,10,early_withdrawal
armtreat,-0.841,0.445,NCT00299546,10,early_withdrawal
age_std,0.609,0.29,NCT00299546,10,early_withdrawal
sexTRUE,-1.439,1.056,NCT00299546,10,early_withdrawal
armtreat:age_std,-0.378,0.491,NCT00299546,10,early_withdrawal
armtreat:sexTRUE,1.25,1.333,NCT00299546,10,early_withdrawal
(Intercept),-1.844,0.398,NCT00299546,11,early_withdrawal
age_std,0.569,0.276,NCT00299546,11,early_withdrawal
I(age_std^2),0.055,0.219,NCT00299546,11,early_withdrawal
sexTRUE,-0.875,0.636,NCT00299546,11,early_withdrawal
como_cnt,-0.043,0.135,NCT00299546,11,early_withdrawal
(Intercept),-1.924,0.52,NCT00299546,12,early_withdrawal
age_std,0.561,0.278,NCT00299546,12,early_withdrawal
I(age_std^2),0.058,0.219,NCT00299546,12,early_withdrawal
sexTRUE,-0.872,0.636,NCT00299546,12,early_withdrawal
como_cnt,0.047,0.395,NCT00299546,12,early_withdrawal
I(como_cnt^2),-0.017,0.07,NCT00299546,12,early_withdrawal
(Intercept),-1.43,0.494,NCT00299546,13,early_withdrawal
age_std,0.558,0.279,NCT00299546,13,early_withdrawal
I(age_std^2),0.025,0.224,NCT00299546,13,early_withdrawal
sexTRUE,-0.824,0.638,NCT00299546,13,early_withdrawal
como_cnt,-0.098,0.169,NCT00299546,13,early_withdrawal
armtreat,-0.815,0.681,NCT00299546,13,early_withdrawal
como_cnt:armtreat,0.077,0.265,NCT00299546,13,early_withdrawal
(Intercept),-1.843,0.708,NCT00299546,14,early_withdrawal
age_std,0.53,0.28,NCT00299546,14,early_withdrawal
I(age_std^2),0.026,0.225,NCT00299546,14,early_withdrawal
sexTRUE,-0.788,0.64,NCT00299546,14,early_withdrawal
armtreat,-0.076,0.899,NCT00299546,14,early_withdrawal
como_cnt,0.371,0.556,NCT00299546,14,early_withdrawal
I(como_cnt^2),-0.091,0.103,NCT00299546,14,early_withdrawal
armtreat:como_cnt,-0.838,0.791,NCT00299546,14,early_withdrawal
armtreat:I(como_cnt^2),0.176,0.144,NCT00299546,14,early_withdrawal
(Intercept),-1.946,0.246,NCT00299546,15,early_withdrawal
age_std,0.538,0.259,NCT00299546,15,early_withdrawal
I(age_std^2),0.056,0.219,NCT00299546,15,early_withdrawal
sexTRUE,-0.848,0.63,NCT00299546,15,early_withdrawal
(Intercept),-1.283,0.471,NCT00299546,16,early_withdrawal
armtreat,-1.093,0.527,NCT00299546,16,early_withdrawal
age_std,0.629,0.337,NCT00299546,16,early_withdrawal
I(age_std^2),-0.171,0.316,NCT00299546,16,early_withdrawal
sexTRUE,-1.502,1.06,NCT00299546,16,early_withdrawal
como_cnt,-0.082,0.141,NCT00299546,16,early_withdrawal
armtreat:age_std,-0.152,0.588,NCT00299546,16,early_withdrawal
armtreat:I(age_std^2),0.384,0.463,NCT00299546,16,early_withdrawal
armtreat:sexTRUE,1.282,1.337,NCT00299546,16,early_withdrawal
(Intercept),-1.329,0.581,NCT00299546,17,early_withdrawal
armtreat,-1.091,0.527,NCT00299546,17,early_withdrawal
age_std,0.622,0.34,NCT00299546,17,early_withdrawal
I(age_std^2),-0.17,0.316,NCT00299546,17,early_withdrawal
sexTRUE,-1.497,1.06,NCT00299546,17,early_withdrawal
como_cnt,-0.031,0.4,NCT00299546,17,early_withdrawal
I(como_cnt^2),-0.01,0.07,NCT00299546,17,early_withdrawal
armtreat:age_std,-0.149,0.589,NCT00299546,17,early_withdrawal
armtreat:I(age_std^2),0.384,0.464,NCT00299546,17,early_withdrawal
armtreat:sexTRUE,1.276,1.338,NCT00299546,17,early_withdrawal
(Intercept),-1.095,0.531,NCT00299546,18,early_withdrawal
armtreat,-1.565,0.846,NCT00299546,18,early_withdrawal
age_std,0.694,0.351,NCT00299546,18,early_withdrawal
I(age_std^2),-0.177,0.317,NCT00299546,18,early_withdrawal
sexTRUE,-1.541,1.064,NCT00299546,18,early_withdrawal
como_cnt,-0.16,0.18,NCT00299546,18,early_withdrawal
armtreat:age_std,-0.291,0.619,NCT00299546,18,early_withdrawal
armtreat:I(age_std^2),0.386,0.463,NCT00299546,18,early_withdrawal
armtreat:sexTRUE,1.411,1.352,NCT00299546,18,early_withdrawal
armtreat:como_cnt,0.21,0.287,NCT00299546,18,early_withdrawal
(Intercept),-1.467,0.75,NCT00299546,19,early_withdrawal
armtreat,-0.85,1.068,NCT00299546,19,early_withdrawal
age_std,0.639,0.354,NCT00299546,19,early_withdrawal
I(age_std^2),-0.164,0.319,NCT00299546,19,early_withdrawal
sexTRUE,-1.506,1.063,NCT00299546,19,early_withdrawal
como_cnt,0.239,0.573,NCT00299546,19,early_withdrawal
I(como_cnt^2),-0.075,0.104,NCT00299546,19,early_withdrawal
armtreat:age_std,-0.219,0.621,NCT00299546,19,early_withdrawal
armtreat:I(age_std^2),0.36,0.466,NCT00299546,19,early_withdrawal
armtreat:sexTRUE,1.407,1.354,NCT00299546,19,early_withdrawal
armtreat:como_cnt,-0.615,0.822,NCT00299546,19,early_withdrawal
armtreat:I(como_cnt^2),0.155,0.145,NCT00299546,19,early_withdrawal
(Intercept),-1.493,0.314,NCT00299546,20,early_withdrawal
armtreat,-1.056,0.522,NCT00299546,20,early_withdrawal
age_std,0.562,0.317,NCT00299546,20,early_withdrawal
I(age_std^2),-0.162,0.315,NCT00299546,20,early_withdrawal
sexTRUE,-1.467,1.057,NCT00299546,20,early_withdrawal
armtreat:age_std,-0.131,0.586,NCT00299546,20,early_withdrawal
armtreat:I(age_std^2),0.372,0.462,NCT00299546,20,early_withdrawal
armtreat:sexTRUE,1.3,1.336,NCT00299546,20,early_withdrawal
(Intercept),-2.336,0.319,NCT00299546,21,early_withdrawal
como_cnt,0.087,0.12,NCT00299546,21,early_withdrawal
(Intercept),-2.488,0.445,NCT00299546,22,early_withdrawal
como_cnt,0.269,0.374,NCT00299546,22,early_withdrawal
I(como_cnt^2),-0.035,0.067,NCT00299546,22,early_withdrawal
(Intercept),-1.962,0.409,NCT00299546,23,early_withdrawal
como_cnt,0.049,0.148,NCT00299546,23,early_withdrawal
armtreat,-0.765,0.661,NCT00299546,23,early_withdrawal
como_cnt:armtreat,0.04,0.256,NCT00299546,23,early_withdrawal
(Intercept),-2.465,0.63,NCT00299546,24,early_withdrawal
armtreat,0.053,0.89,NCT00299546,24,early_withdrawal
como_cnt,0.645,0.529,NCT00299546,24,early_withdrawal
I(como_cnt^2),-0.116,0.1,NCT00299546,24,early_withdrawal
armtreat:como_cnt,-0.962,0.78,NCT00299546,24,early_withdrawal
armtreat:I(como_cnt^2),0.192,0.141,NCT00299546,24,early_withdrawal
(Intercept),-2.005,0.353,NCT00299546,25,early_withdrawal
age_std,0.501,0.253,NCT00299546,25,early_withdrawal
como_cnt,-0.012,0.132,NCT00299546,25,early_withdrawal
(Intercept),-2.086,0.481,NCT00299546,26,early_withdrawal
age_std,0.492,0.255,NCT00299546,26,early_withdrawal
como_cnt,0.081,0.39,NCT00299546,26,early_withdrawal
I(como_cnt^2),-0.017,0.069,NCT00299546,26,early_withdrawal
(Intercept),-1.563,0.454,NCT00299546,27,early_withdrawal
age_std,0.512,0.255,NCT00299546,27,early_withdrawal
como_cnt,-0.078,0.165,NCT00299546,27,early_withdrawal
armtreat,-0.883,0.68,NCT00299546,27,early_withdrawal
como_cnt:armtreat,0.094,0.265,NCT00299546,27,early_withdrawal
(Intercept),-1.988,0.674,NCT00299546,28,early_withdrawal
age_std,0.489,0.257,NCT00299546,28,early_withdrawal
armtreat,-0.096,0.9,NCT00299546,28,early_withdrawal
como_cnt,0.409,0.549,NCT00299546,28,early_withdrawal
I(como_cnt^2),-0.094,0.101,NCT00299546,28,early_withdrawal
armtreat:como_cnt,-0.869,0.788,NCT00299546,28,early_withdrawal
armtreat:I(como_cnt^2),0.184,0.142,NCT00299546,28,early_withdrawal
(Intercept),-2.032,0.19,NCT00299546,29,early_withdrawal
age_std,0.493,0.236,NCT00299546,29,early_withdrawal
(Intercept),-1.607,0.407,NCT00299546,30,early_withdrawal
armtreat,-0.763,0.416,NCT00299546,30,early_withdrawal
age_std,0.641,0.312,NCT00299546,30,early_withdrawal
como_cnt,-0.055,0.137,NCT00299546,30,early_withdrawal
armtreat:age_std,-0.391,0.494,NCT00299546,30,early_withdrawal
(Intercept),-1.675,0.522,NCT00299546,31,early_withdrawal
armtreat,-0.761,0.416,NCT00299546,31,early_withdrawal
age_std,0.632,0.314,NCT00299546,31,early_withdrawal
como_cnt,0.024,0.395,NCT00299546,31,early_withdrawal
I(como_cnt^2),-0.015,0.07,NCT00299546,31,early_withdrawal
armtreat:age_std,-0.389,0.494,NCT00299546,31,early_withdrawal
(Intercept),-1.449,0.468,NCT00299546,32,early_withdrawal
armtreat,-1.155,0.741,NCT00299546,32,early_withdrawal
age_std,0.696,0.324,NCT00299546,32,early_withdrawal
como_cnt,-0.122,0.174,NCT00299546,32,early_withdrawal
armtreat:age_std,-0.503,0.524,NCT00299546,32,early_withdrawal
armtreat:como_cnt,0.182,0.28,NCT00299546,32,early_withdrawal
(Intercept),-1.86,0.692,NCT00299546,33,early_withdrawal
armtreat,-0.383,0.976,NCT00299546,33,early_withdrawal
age_std,0.642,0.327,NCT00299546,33,early_withdrawal
como_cnt,0.335,0.56,NCT00299546,33,early_withdrawal
I(como_cnt^2),-0.087,0.102,NCT00299546,33,early_withdrawal
armtreat:age_std,-0.414,0.527,NCT00299546,33,early_withdrawal
armtreat:como_cnt,-0.72,0.811,NCT00299546,33,early_withdrawal
armtreat:I(como_cnt^2),0.169,0.144,NCT00299546,33,early_withdrawal
(Intercept),-1.74,0.238,NCT00299546,34,early_withdrawal
armtreat,-0.738,0.411,NCT00299546,34,early_withdrawal
age_std,0.596,0.291,NCT00299546,34,early_withdrawal
armtreat:age_std,-0.373,0.492,NCT00299546,34,early_withdrawal
(Intercept),-2.053,0.379,NCT00299546,35,early_withdrawal
age_std,0.542,0.274,NCT00299546,35,early_withdrawal
I(age_std^2),0.078,0.218,NCT00299546,35,early_withdrawal
como_cnt,-0.012,0.133,NCT00299546,35,early_withdrawal
(Intercept),-2.141,0.506,NCT00299546,36,early_withdrawal
age_std,0.534,0.275,NCT00299546,36,early_withdrawal
I(age_std^2),0.081,0.218,NCT00299546,36,early_withdrawal
como_cnt,0.088,0.392,NCT00299546,36,early_withdrawal
I(como_cnt^2),-0.019,0.069,NCT00299546,36,early_withdrawal
(Intercept),-1.594,0.481,NCT00299546,37,early_withdrawal
age_std,0.535,0.276,NCT00299546,37,early_withdrawal
I(age_std^2),0.046,0.223,NCT00299546,37,early_withdrawal
como_cnt,-0.078,0.166,NCT00299546,37,early_withdrawal
armtreat,-0.877,0.68,NCT00299546,37,early_withdrawal
como_cnt:armtreat,0.094,0.265,NCT00299546,37,early_withdrawal
(Intercept),-2.027,0.697,NCT00299546,38,early_withdrawal
age_std,0.514,0.277,NCT00299546,38,early_withdrawal
I(age_std^2),0.05,0.223,NCT00299546,38,early_withdrawal
armtreat,-0.089,0.9,NCT00299546,38,early_withdrawal
como_cnt,0.416,0.551,NCT00299546,38,early_withdrawal
I(como_cnt^2),-0.095,0.102,NCT00299546,38,early_withdrawal
armtreat:como_cnt,-0.871,0.789,NCT00299546,38,early_withdrawal
armtreat:I(como_cnt^2),0.185,0.143,NCT00299546,38,early_withdrawal
(Intercept),-2.079,0.234,NCT00299546,39,early_withdrawal
age_std,0.534,0.258,NCT00299546,39,early_withdrawal
I(age_std^2),0.078,0.218,NCT00299546,39,early_withdrawal
(Intercept),-1.516,0.454,NCT00299546,40,early_withdrawal
armtreat,-0.955,0.493,NCT00299546,40,early_withdrawal
age_std,0.606,0.333,NCT00299546,40,early_withdrawal
I(age_std^2),-0.13,0.312,NCT00299546,40,early_withdrawal
como_cnt,-0.059,0.137,NCT00299546,40,early_withdrawal
armtreat:age_std,-0.149,0.586,NCT00299546,40,early_withdrawal
armtreat:I(age_std^2),0.346,0.46,NCT00299546,40,early_withdrawal
(Intercept),-1.586,0.566,NCT00299546,41,early_withdrawal
armtreat,-0.952,0.493,NCT00299546,41,early_withdrawal
age_std,0.598,0.335,NCT00299546,41,early_withdrawal
I(age_std^2),-0.127,0.312,NCT00299546,41,early_withdrawal
como_cnt,0.019,0.395,NCT00299546,41,early_withdrawal
I(como_cnt^2),-0.015,0.07,NCT00299546,41,early_withdrawal
armtreat:age_std,-0.146,0.587,NCT00299546,41,early_withdrawal
armtreat:I(age_std^2),0.345,0.46,NCT00299546,41,early_withdrawal
(Intercept),-1.356,0.509,NCT00299546,42,early_withdrawal
armtreat,-1.348,0.787,NCT00299546,42,early_withdrawal
age_std,0.659,0.344,NCT00299546,42,early_withdrawal
I(age_std^2),-0.135,0.313,NCT00299546,42,early_withdrawal
como_cnt,-0.125,0.173,NCT00299546,42,early_withdrawal
armtreat:age_std,-0.264,0.613,NCT00299546,42,early_withdrawal
armtreat:I(age_std^2),0.347,0.459,NCT00299546,42,early_withdrawal
armtreat:como_cnt,0.183,0.28,NCT00299546,42,early_withdrawal
(Intercept),-1.767,0.731,NCT00299546,43,early_withdrawal
armtreat,-0.58,1.025,NCT00299546,43,early_withdrawal
age_std,0.614,0.344,NCT00299546,43,early_withdrawal
I(age_std^2),-0.115,0.314,NCT00299546,43,early_withdrawal
como_cnt,0.316,0.56,NCT00299546,43,early_withdrawal
I(como_cnt^2),-0.083,0.102,NCT00299546,43,early_withdrawal
armtreat:age_std,-0.199,0.614,NCT00299546,43,early_withdrawal
armtreat:I(age_std^2),0.314,0.462,NCT00299546,43,early_withdrawal
armtreat:como_cnt,-0.689,0.814,NCT00299546,43,early_withdrawal
armtreat:I(como_cnt^2),0.163,0.144,NCT00299546,43,early_withdrawal
(Intercept),-1.663,0.303,NCT00299546,44,early_withdrawal
armtreat,-0.922,0.487,NCT00299546,44,early_withdrawal
age_std,0.56,0.315,NCT00299546,44,early_withdrawal
I(age_std^2),-0.123,0.311,NCT00299546,44,early_withdrawal
armtreat:age_std,-0.134,0.585,NCT00299546,44,early_withdrawal
armtreat:I(age_std^2),0.337,0.458,NCT00299546,44,early_withdrawal
(Intercept),-2.2,0.331,NCT00299546,45,early_withdrawal
sexTRUE,-0.753,0.629,NCT00299546,45,early_withdrawal
como_cnt,0.07,0.12,NCT00299546,45,early_withdrawal
(Intercept),-2.357,0.452,NCT00299546,46,early_withdrawal
sexTRUE,-0.759,0.629,NCT00299546,46,early_withdrawal
como_cnt,0.261,0.375,NCT00299546,46,early_withdrawal
I(como_cnt^2),-0.036,0.068,NCT00299546,46,early_withdrawal
(Intercept),-1.865,0.416,NCT00299546,47,early_withdrawal
sexTRUE,-0.708,0.631,NCT00299546,47,early_withdrawal
como_cnt,0.043,0.148,NCT00299546,47,early_withdrawal
armtreat,-0.702,0.663,NCT00299546,47,early_withdrawal
como_cnt:armtreat,0.02,0.256,NCT00299546,47,early_withdrawal
(Intercept),-2.369,0.634,NCT00299546,48,early_withdrawal
sexTRUE,-0.698,0.634,NCT00299546,48,early_withdrawal
armtreat,0.096,0.891,NCT00299546,48,early_withdrawal
como_cnt,0.643,0.534,NCT00299546,48,early_withdrawal
I(como_cnt^2),-0.117,0.101,NCT00299546,48,early_withdrawal
armtreat:como_cnt,-0.964,0.782,NCT00299546,48,early_withdrawal
armtreat:I(como_cnt^2),0.189,0.142,NCT00299546,48,early_withdrawal
(Intercept),-2.049,0.197,NCT00299546,49,early_withdrawal
sexTRUE,-0.784,0.626,NCT00299546,49,early_withdrawal
(Intercept),-1.845,0.372,NCT00299546,50,early_withdrawal
sexTRUE,-1.357,1.051,NCT00299546,50,early_withdrawal
armtreat,-0.793,0.424,NCT00299546,50,early_withdrawal
como_cnt,0.054,0.122,NCT00299546,50,early_withdrawal
sexTRUE:armtreat,1.245,1.327,NCT00299546,50,early_withdrawal
(Intercept),-1.992,0.48,NCT00299546,51,early_withdrawal
sexTRUE,-1.356,1.051,NCT00299546,51,early_withdrawal
armtreat,-0.791,0.425,NCT00299546,51,early_withdrawal
como_cnt,0.234,0.376,NCT00299546,51,early_withdrawal
I(como_cnt^2),-0.035,0.069,NCT00299546,51,early_withdrawal
sexTRUE:armtreat,1.232,1.328,NCT00299546,51,early_withdrawal
(Intercept),-1.811,0.418,NCT00299546,52,early_withdrawal
sexTRUE,-1.36,1.051,NCT00299546,52,early_withdrawal
armtreat,-0.89,0.702,NCT00299546,52,early_withdrawal
como_cnt,0.039,0.149,NCT00299546,52,early_withdrawal
sexTRUE:armtreat,1.267,1.334,NCT00299546,52,early_withdrawal
armtreat:como_cnt,0.045,0.259,NCT00299546,52,early_withdrawal
(Intercept),-2.317,0.636,NCT00299546,53,early_withdrawal
sexTRUE,-1.368,1.054,NCT00299546,53,early_withdrawal
armtreat,-0.081,0.916,NCT00299546,53,early_withdrawal
como_cnt,0.645,0.537,NCT00299546,53,early_withdrawal
I(como_cnt^2),-0.118,0.102,NCT00299546,53,early_withdrawal
sexTRUE:armtreat,1.308,1.338,NCT00299546,53,early_withdrawal
armtreat:como_cnt,-0.963,0.785,NCT00299546,53,early_withdrawal
armtreat:I(como_cnt^2),0.194,0.143,NCT00299546,53,early_withdrawal
(Intercept),-1.723,0.243,NCT00299546,54,early_withdrawal
sexTRUE,-1.368,1.051,NCT00299546,54,early_withdrawal
armtreat,-0.807,0.423,NCT00299546,54,early_withdrawal
sexTRUE:armtreat,1.224,1.326,NCT00299546,54,early_withdrawal
(Intercept),-2.949,0.53,NCT00361335,1,early_withdrawal
age_std,0.089,0.36,NCT00361335,1,early_withdrawal
sexTRUE,0.501,0.561,NCT00361335,1,early_withdrawal
como_cnt,0.19,0.18,NCT00361335,1,early_withdrawal
(Intercept),-3.196,0.659,NCT00361335,2,early_withdrawal
age_std,0.06,0.362,NCT00361335,2,early_withdrawal
sexTRUE,0.554,0.567,NCT00361335,2,early_withdrawal
como_cnt,0.528,0.53,NCT00361335,2,early_withdrawal
I(como_cnt^2),-0.076,0.114,NCT00361335,2,early_withdrawal
(Intercept),-2.884,0.625,NCT00361335,3,early_withdrawal
age_std,0.083,0.36,NCT00361335,3,early_withdrawal
sexTRUE,0.498,0.561,NCT00361335,3,early_withdrawal
como_cnt,0.151,0.24,NCT00361335,3,early_withdrawal
armtreat,-0.156,0.782,NCT00361335,3,early_withdrawal
como_cnt:armtreat,0.088,0.347,NCT00361335,3,early_withdrawal
(Intercept),-3.123,0.788,NCT00361335,4,early_withdrawal
age_std,0.057,0.362,NCT00361335,4,early_withdrawal
sexTRUE,0.549,0.569,NCT00361335,4,early_withdrawal
armtreat,-0.158,1.037,NCT00361335,4,early_withdrawal
como_cnt,0.488,0.689,NCT00361335,4,early_withdrawal
I(como_cnt^2),-0.074,0.145,NCT00361335,4,early_withdrawal
armtreat:como_cnt,0.08,1.07,NCT00361335,4,early_withdrawal
armtreat:I(como_cnt^2),-0.003,0.236,NCT00361335,4,early_withdrawal
(Intercept),-2.567,0.356,NCT00361335,5,early_withdrawal
age_std,0.197,0.343,NCT00361335,5,early_withdrawal
sexTRUE,0.443,0.555,NCT00361335,5,early_withdrawal
(Intercept),-2.773,0.602,NCT00361335,6,early_withdrawal
armtreat,-0.372,0.738,NCT00361335,6,early_withdrawal
age_std,-0.015,0.474,NCT00361335,6,early_withdrawal
